title,uuid,tags,links,last_mod_dt,word_count
Specific Image Significant Details,['202009071919'],"['#writing', '#skill', '#counter-argument']","['[[202009071919]]', '[[202204111804]]', '[[202310250804]]', '[[202006251721]]', '[[202008061944]]', '[[202009071949]]', '[[202009071940]]', '[[202009071933]]', '[[202009071926]]']",Wed Dec 27 20:17:20 2023,196
A-Fabrication of Serendipity,['201812161327'],"['#zettelkasting,', '#article']","['[[201812161327]]', '[[201901041243]]', '[[201812161322]]', '[[201812161318]]', '[[201812161313]]']",Fri Feb 03 09:09:29 2023,33
Seven Writing Tips From Jerry Jenkins,['202105040811'],['#writing'],"['[[202105040811]]', '[[202002181650]]', '[[202103090938]]', '[[202106290532]]', '[[202103051715]]', '[[202107131719]]']",Fri Feb 03 09:09:30 2023,263
Subtle Maneuvers Stimulate Creativity,['202107271710'],[],"['[[202107271710]]', '[[202205121504]]', '[[202205310859]]', '[[202203181950]]']",Wed Dec 27 20:17:20 2023,125
Imitating Superman,['202101010840'],"['#31by31', '#blog-post', '#flash']","['[[202101010840]]', '[[202105212030]]', '[[202106301814]]', '[[202010262108]]', '[[202010212026]]', '[[202012231619]]', '[[202012282115]]', '[[202006091108]]', '[[202012180809]]']",Wed Dec 27 20:56:54 2023,354
Do the right thing,['201901221109'],"['#stoicism', '#thinking-skills']","['[[201901221109]]', '[[201901070553]]', '[[202302221525]]']",Wed Feb 22 16:25:21 2023,111
Slang Terms for Women’s Breasts,['202406091051'],"['#metaphor', '#word-geek', '#flash', '#writing', '#humor', '#list', '#Current_Thinking', '#collection-list', '#English)', '#English)', '#English)s', '#English)', '#English)', '#English)', '#English)s', '#sglqewa)']","['[[202406091051]]', '[[202204031656]]', '[[202105271516]]', '[[202405090533]]', '[[202103290549]]']",Mon Jun 17 05:45:00 2024,732
Lake Chelan,['202103221735'],['#poetry'],"['[[202103221735]]', '[[202103221629]]']",Wed Dec 27 19:58:06 2023,37
Occupied With Living,['202006042018'],['#writing'],"['[[202103131638]]', '[[202206170814]]', '[[202107230610]]', '[[202012150924]]', '[[202006042018]]']",Wed Dec 27 19:58:06 2023,151
Pyroaerobiology,['202309171149'],"['#GEOL454', '#ZK_ChatGPT', '#chemistry']","['[[202309171149]]', '[[202309131023]]', '[[202309171155]]']",Wed Dec 27 19:58:06 2023,329
B-The Book Of Form And Emptiness,['202207231714'],"['#book', '#fiction', '#zen', '#beautiful-language', '#beautiful-language', '#beautiful-language']","['[[202207231714]]', '[[202205291111]]', '[[202305110807]]', '[[202305110809]]', '[[202210041938]]', '[[202012150928]]', '[[202210041943]]', '[[202110171649]]', '[[202206010832]]', '[[202306082020]]', '[[202007231042]]', '[[201911220809]]', '[[201901120742]]', '[[202211041603]]', '[[202210172038]]']",Wed Dec 27 19:58:06 2023,1013
B-Nobody Wants to Read Your Sh*t,['201811151512'],"['#book', '#writing', '#skill']","['[[201811151512]]', '[[201811151517]]', '[[201905310651]]']",Wed Dec 27 20:19:18 2023,108
Remove Unnecessary Spaces in a String Elegantly,['202208132115'],"['#code-snippet', '#python']","['[[202208132115]]', '[[202110102142]]']",Wed Dec 27 19:58:06 2023,93
» Just Notice Awareness,['202103120524'],['#dzogchen'],"['[[202103120524]]', '[[202011202109]]', '[[202010212026]]']",Wed Nov 15 19:06:59 2023,164
The Thing That Is Silence,['202401041524'],['#silence'],"['[[202401041524]]', '[[202402070735]]', '[[201905031927]]']",Thu Apr 11 17:29:22 2024,368
Intuition,['201901021139'],"['#p,', '#thinking-skills']","['[[201901021139]]', '[[201812271440]]', '[[201901021700]]', '[[201905290728]]']",Fri Feb 03 09:09:29 2023,150
A-Walking: A Study In Creativity,['202104240921'],"['#mind-science', '#article']","['[[202104240921]]', '[[202104230922]]', '[[201904241401]]', '[[202106241737]]', '[[202104240921]]', '[[201912240900]]', '[[202104282108]]', '[[202109101558]]', '[[202105030757]]', '[[202309171917]]', '[[202104230922]]', '[[201901110947]]', '[[202002041511]]']",Wed Dec 27 19:58:06 2023,307
A-Fox And Hedgehog World Views,['202103280716'],"['#mental-models', '#article']","['[[202103280716]]', '[[201901301837]]', '[[202012151728]]', '[[202009210916]]', '[[201907280710]]']",Wed Dec 27 19:58:06 2023,159
Yield in a function,['202302281627'],['#python'],"['[[202302281627]]', '[[202301100949]]', '[[202110091918]]']",Tue Feb 28 16:32:06 2023,285
Networking Tips,['202208030851'],['#shell-script'],"['[[202208030851]]', '[[202208040749]]']",Fri Feb 03 09:09:30 2023,35
» Wisdom Is Not Holding Happiness Ransom,['202011071727'],['#dzogchen'],"['[[202011071727]]', '[[202010300734]]', '[[202012312114]]', '[[202105172045]]', '[[202105121536]]', '[[202010270808]]', '[[201903270458]]', '[[201907170754]]', '[[201905061137]]']",Wed Dec 27 20:17:20 2023,228
The Tao Of Weighing In,['202106012104'],"['#humor', '#writing', '#flash', '#list', '#writing-spark']","['[[202106012104]]', '[[202107111234]]', '[[202309180836]]', '[[202308091652]]']",Mon Sep 18 20:08:56 2023,195
Saving Quotations in the ZK,['202301031745'],"['#meta-ZK', '#zettelkasting', '#article', '#metaphor', '#questions']","['[[202301031745]]', '[[202301041337]]', '[[202307240817]]', '[[202204292117]]', '[[202205250813]]', '[[202204091530]]', '[[202203181638]]', '[[202008240934]]', '[[201901211034]]', '[[202307240809]]']",Sat Jul 29 20:58:38 2023,617
P-Groupiness,['202203181950'],"['#mind-science', '#cognition', '#pedagogy', '#podcast', '#146:', '#beautiful-language', '#beautiful-language']","['[[202203181950]]', '[[202107271710]]', '[[202103082053]]']",Wed Dec 27 20:17:20 2023,200
JAMM328 Essay Potential,['202201130826'],"['#JAMM328', '#essay-beginning']","['[[202201130826]]', '[[202101012100]]', '[[202008090714]]', '[[202101012056]]', '[[202001102032]]', '[[202201120853]]', '[[202201131424]]']",Fri Feb 03 09:09:29 2023,112
B-The Planets: A Cosmic Pastoral,['202306130929'],"['#book', '#poetry', '#science', '#GEOG454']","['[[202306130929]]', '[[202305170541]]']",Thu Sep 21 07:58:54 2023,275
Bystander Effect,['202009212034'],"['#history', '#beautiful-language', '#writing']","['[[202009212034]]', '[[202009220815]]', '[[202009210902]]']",Wed Dec 27 20:17:20 2023,510
"C-JAMM328 February 08, 2022",['202202081740'],['#JAMM328'],"['[[202202081740]]', '[[202202081751]]']",Fri Feb 03 09:09:29 2023,50
Emotional Regulation Ability,['201912311809'],[],"['[[201912291109]]', '[[201912311809]]']",Wed Dec 27 20:17:20 2023,57
Genrational Timeframes,['202001091700'],[],"['[[202001091700]]', '[[202001082035]]', '[[201912121936]]', '[[201912171057]]']",Fri Feb 03 09:09:29 2023,61
Note Tag Types,['202401211519'],['#zettel_templeting'],"['[[202401211519]]', '[[201901231930]]', '[[201901231902]]', '[[201901231857]]']",Mon Jan 22 06:01:55 2024,179
Expand Reading Library,['202309140927'],"['#ZK_ChatGPT', '#reading', '#definition', '#prompt']","['[[202309140927]]', '[[202306091955]]', '[[202205292014]]']",Thu Sep 14 09:46:14 2023,249
Sleep's Importance in Muscle Maintenance,['202404090811'],['#health_project'],['[[202404090811]]'],Fri Apr 19 15:00:45 2024,735
"Superhistory, Not Superintelligence",['202106141700'],"['#article', '#mind-science', '#AI']","['[[202106141700]]', '[[202106141956]]', '[[202106281611]]', '[[202001210803]]', '[[202207161553]]', '[[201903011645]]', '[[201911220903]]', '[[202107052047]]', '[[201905040535]]']",Wed Dec 27 19:58:06 2023,702
"C-ENGL463 September 29, 2022",['202209272017'],"['#class-notes', '#ENGL463']","['[[202209272017]]', '[[202208310751]]', '[[202002041511]]', '[[202203152107]]', '[[202208220748]]']",Wed Dec 27 20:17:20 2023,681
How Have I Developed As A Writer,['202201142112'],['#JAMM328'],"['[[202201142112]]', '[[202203061122]]', '[[202202060916]]']",Wed Dec 27 20:32:40 2023,253
Deep Think Retreat,['202312042001'],"['#mule', '#mindset']","['[[202312042001]]', '[[202312052040]]', '[[202311041647]]', '[[202009160654]]', '[[202004210535]]', '[[202312011453]]', '[[202312072032]]']",Thu Dec 14 07:56:07 2023,1230
When Death Comes,['202012061355'],[],"['[[202012061355]]', '[[202208200754]]', '[[202006091319]]', '[[202006090827]]']",Fri Feb 03 09:09:30 2023,248
What happens when you read,['202305110809'],"['#fiction', '#zen', '#reading']","['[[202305110809]]', '[[202110010828]]', '[[202012150928]]', '[[202207231714]]']",Wed Dec 27 19:58:06 2023,134
A-Inline key-words and key-phrases,['202002110548'],"['#Comment_2424,', '#zettelkasting', '#article']","['[[202011071426]]', '[[202002110548]]']",Fri Feb 03 09:09:29 2023,307
» Captured By Thought,['202102181328'],['#dzogchen'],"['[[202102181328]]', '[[202011202109]]', '[[202102190650]]']",Wed Dec 27 20:56:54 2023,126
Learn Less as You Get Older?,['202402011141'],"['#mindset', '#1:', '#2:', '#3:']","['[[202402011141]]', '[[201901282030]]', '[[202212250605]]', '[[202402020511]]', '[[202201061456]]']",Sun Feb 11 08:01:32 2024,322
Sound of a butterfly,['202003141705'],"['#blogging', '#my-haiku', '#blog-post']","['[[202003141705]]', '[[201912181154]]', '[[202203231649]]']",Sat Apr 22 08:01:22 2023,72
The Blind Turtle Surfaces Through A Rakusu Ring,['202309060844'],['#zen'],"['[[202309060844]]', '[[201904201441]]']",Thu Sep 07 06:02:11 2023,386
Get to work,['201901031458'],"['#stoicism', '#beautiful-language']","['[[201901031458]]', '[[202212151716]]', '[[202103121434]]', '[[201904190458]]', '[[201901021303]]']",Fri Feb 03 09:09:29 2023,171
"C-February 18, 2020",['202002181650'],"['#writing', '#ENGL393']","['[[202103290549]]', '[[202105040811]]', '[[202002181650]]', '[[202009050716]]']",Fri Feb 03 09:09:29 2023,258
» It's Only Natural To View Meditation,['202010251219'],['#dzogchen'],"['[[202010251219]]', '[[201902251126]]', '[[202011101421]]', '[[201902250908]]', '[[202011032005]]', '[[202009070839]]', '[[202010130905]]', '[[202008101518]]', '[[202004231000]]', '[[201902250830]]', '[[201907280725]]']",Wed Dec 27 20:17:20 2023,199
Computer advantages,['201904040955'],[],"['[[202212101437]]', '[[201904040955]]']",Fri Feb 03 09:09:29 2023,176
"T-June 7, 2020",['202006071326'],['#mule'],"['[[202006071326]]', '[[202006071522]]', '[[202006071524]]']",Fri Feb 03 09:09:30 2023,52
"Sand Dabs, One",['201901170944'],"['#writing', '#list]]']","['[[201901170944]]', '[[201901111008]]', '[[201812221638]]']",Fri Feb 03 09:09:30 2023,141
B-Down and Out,['202302101625'],"['#ENGL501', '#book', '#food']","['[[202302101625]]', '[[202111231707]]', '[[202210142036]]']",Mon Feb 27 15:02:20 2023,1077
Silence is the traveler’s guide,['201905270639'],"['#quote,', '#sauntering', '#blog-post']","['[[202304271720]]', '[[202207160757]]', '[[201905270639]]']",Thu Apr 27 17:23:25 2023,105
S-Birding Garden,['202105241530'],['#sub-hub'],"['[[202105241530]]', '[[202105241531]]', '[[202312031203]]', '[[202406181613]]', '[[202210271126]]', '[[202210212034]]', '[[202004270559]]', '[[202212180918]]', '[[202006252017]]', '[[202011101517]]', '[[202008012053]]']",Thu Jun 20 04:44:06 2024,177
B-Cognition in the Wild,['202201301612'],['#book'],"['[[202201301612]]', '[[202210121713]]', '[[202112291419]]']",Wed Dec 27 19:58:06 2023,227
» What Are You Doing Right Now?,['202011101421'],['#dzogchen'],"['[[202011101421]]', '[[201905061651]]', '[[201902250810]]', '[[202011061822]]', '[[202010251219]]', '[[202010270808]]']",Wed Dec 27 20:17:20 2023,216
Bookography 2016,['202205272047'],"['#meta-reading', '#list', '#bookography']","['[[202205272047]]', '[[201901211137]]', '[[202205282035]]', '[[202207311543]]']",Fri Feb 03 09:09:29 2023,1185
"A-Death, Nothingness, and Subjectivity",['202110192029'],['#263'],"['[[202110192029]]', '[[201907120726]]']",Wed Dec 27 19:58:06 2023,144
Weekly LBLF Details,['202103230536'],"['#habit', '#zettelkasting', '#thinking-skills', '#coding', '#cli', '#done']","['[[202103230536]]', '[[202106150830]]']",Wed Dec 27 20:17:20 2023,93
Ontology,['202006230752'],"['#definition', '#writing', '#literary-device']","['[[202006230752]]', '[[202104130844]]']",Fri Feb 03 09:09:30 2023,74
Topic Structure Reading,['202204301722'],"['#reading-strategies', '#note-taking']","['[[202204301722]]', '[[202103111235]]', '[[202204272058]]']",Wed Dec 27 20:17:20 2023,250
Life is very short,['201904300940'],"['#quote', '#memento-mori']","['[[202011222026]]', '[[202206100717]]', '[[201904300940]]']",Thu Jul 13 06:13:19 2023,96
Exemplified speech,['201905272114'],"['#quote,', '#conversation-skills']","['[[201905231329]]', '[[201905272114]]']",Fri Feb 03 09:09:29 2023,89
B-Inciting Joy,['202403292012'],"['#book', '#essay', '#writing-spark', '#personal_development']","['[[202403292012]]', '[[202403292118]]']",Mon Apr 08 20:44:53 2024,291
The Traveler's Mindset,['202207311543'],"['#ENGL463', '#travel', '#mindset']","['[[202207311543]]', '[[202208061336]]', '[[202209191958]]', '[[202103260838]]', '[[202109220753]]', '[[202207160757]]', '[[202306260825]]', '[[202208070801]]']",Wed Dec 27 20:17:20 2023,449
Grounded Theory Defined,['202406180710'],"['#proofing', '#YAL_research', '#pedagogy_research', '#definition']","['[[202406180710]]', '[[202406180714]]', '[[202301041337]]', '[[202406180710]]']",Thu Jun 20 05:38:21 2024,686
Antidote to the feelings of entropy,['201902011201'],[],"['[[201902011201]]', '[[201901250920]]']",Fri Feb 03 09:09:29 2023,50
Scientist Assignement JAMM328,['202202081751'],['#JAMM328'],"['[[202202081751]]', '[[202202152058]]', '[[202202190808]]']",Fri Feb 03 09:09:30 2023,418
Procedural and Declarative Learning Systems,['202311281031'],"['#ChatGPT-Output', '#pedagogy']","['[[202311281031]]', '[[202107122044]]', '[[202311281124]]', '[[202311281105]]', '[[202311281048]]', '[[202311281039]]', '[[202311281031]]', '[[202311281028]]']",Fri Dec 01 17:20:46 2023,662
Sentence Structures Advocated By Emerson,['202105121638'],['#writing'],"['[[202105121638]]', '[[202012092105]]', '[[202001231755]]', '[[202012261545]]', '[[202307081512]]', '[[202012182057]]', '[[202103250815]]', '[[202105201724]]', '[[202105131547]]', '[[202006160738]]']",Mon Jul 10 14:12:09 2023,261
Porcupine,['202002121322'],"['#writing', '#flash']","['[[202002121322]]', '[[202001161029]]']",Fri Feb 03 09:09:30 2023,210
The Phonebook Era,['202308170708'],['#Writing-Spark'],"['[[202308170708]]', '[[202103290553]]', '[[202105131646]]', '[[202308180616]]']",Wed Dec 27 19:58:06 2023,139
Marcus Aurelius' Rules For A Better Life,['202302221525'],"['#stoicism', '#business-of-life']","['[[202302221525]]', '[[202101120555]]', '[[201905140827]]', '[[202201061456]]', '[[202012151752]]', '[[202207261931]]', '[[202302042148]]', '[[201906060702]]', '[[202201071651]]', '[[201901221109]]']",Thu Feb 23 09:47:45 2023,274
Python Regex VERBOSE Flag for Readability,['202304142103'],"['#regex', '#python']","['[[202304142103]]', '[[202108181100]]', '[[202304142054]]']",Fri Apr 14 21:05:55 2023,127
Survivorship bias,['201905210818'],"['#thinking-skills', '#biases']","['[[202201071630]]', '[[202206072052]]', '[[201905210818]]']",Thu Mar 14 14:35:38 2024,381
Iterate through failure,['202012151752'],"['#blog-post', '#31by31', '#flash']","['[[202012151752]]', '[[202305181126]]', '[[202005030824]]', '[[202401271852]]', '[[202006270631]]', '[[201911271321]]', '[[202103260835]]', '[[202302221525]]']",Fri Feb 16 21:00:49 2024,419
Unknown unknowns,['202001031639'],"['#quote,', '#thinking-skills']","['[[202009021739]]', '[[202102151545]]', '[[202212201759]]', '[[202212181651]]', '[[202009021739]]', '[[201901301837]]', '[[201908211317]]', '[[201903151643]]', '[[201901250918]]', '[[202102210733]]', '[[202001031639]]']",Fri Feb 03 09:09:30 2023,311
The Magic of Changing Mindsets,['202402210451'],"['#mindset', '#definition']","['[[202402210451]]', '[[202402251933]]', '[[202402210451]]']",Mon Mar 04 20:08:57 2024,522
Blogging Treated as an Academic Pursuit,['202301171916'],"['#writing', '#meta-blogging']","['[[202301171916]]', '[[201901181109]]', '[[202209171025]]']",Wed Jan 24 20:09:17 2024,265
OV-Tools for Thinking,['202112291419'],"['#mule', '#pedagogy', '#zettelkasting', '#writing', '#thinking-tool']","['[[202112291419]]', '[[202201061751]]', '[[202201042036]]', '[[202201061754]]']",Thu Jun 13 05:18:45 2024,139
Ask Questions That Concentrate Focus,['202103121434'],"['#mind-science', '#writing']","['[[202103121434]]', '[[201901031458]]', '[[202011281647]]', '[[202011090711]]', '[[202012281549]]', '[[202212231029]]', '[[202303121204]]']",Mon Mar 13 08:56:59 2023,130
Protein Level for Muscle Conservation,['202309180836'],"['#metabolism', '#medical', '#diet', '#science']","['[[202309180836]]', '[[202106012104]]', '[[202308201959]]', '[[202311240841]]', '[[202309031142]]', '[[202308091652]]', '[[202312280749]]']",Sat Dec 30 19:48:09 2023,397
William Kittredge and the Texture of Metaphor,['202406140607'],"['#writing-tip', '#metaphor', '#environmental', '#outline']","['[[202406140607]]', '[[202101232137]]', '[[202406150503]]', '[[202303240823]]', '[[202204030848]]', '[[202004021433]]']",Mon Jun 17 05:52:31 2024,470
I'm Just A Singer In A Rock And Roll Band,['202012311631'],['#environmental'],"['[[202012311631]]', '[[202006100932]]']",Wed Dec 27 20:56:54 2023,373
Express appreciation,['201903091601'],['#conversation-skills'],"['[[201903091601]]', '[[202002211131]]']",Fri Feb 03 09:09:29 2023,88
Richard Feynman on Idea Making,['202203221459'],"['#mind-science', '#cognition', '#pedagogy']","['[[202203221459]]', '[[202107130603]]', '[[202001031813]]', '[[202203222005]]', '[[202203221958]]', '[[202308032007]]']",Wed Dec 27 20:17:20 2023,273
Disused Swear Words and Insults,['202305291358'],"['#writing', '#conversation-skills']","['[[202305291358]]', '[[202205031432]]']",Tue May 30 05:50:58 2023,213
Note first approach,"['201901261658', '202101091515', '202101091515', '201901110947']","['#thinking-skills', '#zettelkasting', '#writing', '#skill']","['[[201901261658]]', '[[202106121941]]', '[[202101091515]]', '[[202101091515]]', '[[201901110947]]', '[[201901261654]]', '[[201901281947]]', '[[202003020631]]']",Fri Feb 03 09:09:30 2023,203
